№,Point_type,Category,Name_mon,Name_eng,Aimag_name_mon,Aimag_name_eng,Sum_name_mon,Sum_name_eng,Lat,Long,Description_mon,Description_eng,Photo_URL,Name_kr,Name_jp,Name_cn,Name_ru
438,1,Байгалийн үзэсгэлэнт газар,Тэмээ хад,Camel Rock,Улаанбаатар,Ulaanbaatar,Налайх,Nalaykh,47.93082,107.42264,Тэрэлжийн гүүрнээс зүүн хойд зүгт 18 км зайтай оршино.,It is located 18 km northeast of the Terelj bridge.,https://www.dropbox.com/scl/fi/p5oslf6e16qhn5cbhn7lh/.jpg?rlkey=m1neouifdbu10txjregbjnf5e&draw=1,낙타바위,ラクダ岩,骆驼岩,Верблюжья скала
439,2,Түүхийн дурсгалт газар,Цонжин болдог,Tsonjin Boldog,Улаанбаатар,Ulaanbaatar,Налайх,Nalaykh,47.80804,107.52993,Улаанбаатар хотоос зүүн зүгт 53 км зайтай оршино. ,It is located 53 km east of Ulaanbaatar.,https://www.dropbox.com/scl/fi/2xmiclmfrie9oqkjxcvnj/Tsonjinboldog.jpg?rlkey=i6xn4dkxnp4gqg3y3ow8zru2m&raw=1,촌진 볼독,ツォンジン・ボルドッグ,颂金博尔多格,Цонджин Болдог
440,1,Байгалийн үзэсгэлэнт газар,Мэлхий хад,Turtle Rock,Улаанбаатар ,Ulaanbaatar,Налайх,Nalaykh,47.9077,107.42273,Налайх дүүргээс зүүн хойд зүгт 24 км зайтай оршино.,It is located 24 km northeast of Nalaikh district.,https://www.dropbox.com/scl/fi/yzgb644m5o8a915vq6p7c/.jpg?rlkey=uic41m66i6yvvnhmws4pu4cwv&raw=1,거북바위,亀岩,龟岩,Черепашья скала
441,3,Шашны дурсгалт газар,Дамбадаржаа хийд,Dambadarjaa Monastery,Улаанбаатар ,Ulaanbaatar,Сүхбаатар,Sukhbaatar,47.98234,106.93691,Энэ хийд нь 1765 онд Хоёрдугаар Богд Жавзандамба хутагтын дурсгалд зориулан үүсгэн байгуулагдсан юм.,This monastery was founded in 1765 in memory of the Second Bogd Javzandamba Khutaght.,https://www.dropbox.com/scl/fi/reiimficy2vyxxp6dph6g/.jpg?rlkey=1oefhm2k572uy6i25ipr1dron&raw=1,담바다르자 수도원,ダンバダルジャ僧院,丹巴达贾寺,Монастырь Дамбадарджа
442,1,Байгалийн үзэсгэлэнт газар,Баатар хайрхан уул (1606м) Ховд,Baatarkharkhan Mountain (1606m),Ховд,Khovd,Жаргалант,Jargalant,47.94733,91.61875,Жаргалант сумын төвөөс өмнө зүгт 5 км зайтай оршино.,It is located 5 km south of the center of Jargalant soum.,https://www.dropbox.com/scl/fi/05vuos8e6jfwizr59ul7h/.jpeg?rlkey=0qa1jeb0k7421exitrsf5msfu&raw=1,바타르 카이르칸 산,バータル・ハイルハン山,巴塔尔·海尔汗山,Гора Баатархайрхан
443,1,Байгалийн үзэсгэлэнт газар,Алтан хөхий уул,Altan Khukhii Mountain,Ховд,Khovd,Мянгад,Myangad,48.78052,91.55165,Нутгийн ардууд Алтан Хөхий уулыг 1761 оноос хойш өнөөг хүртэл жил бүр тахиж ирсэн хамгийн эртний тахилгат уулын нэг юм. 2005 оны 3 дугаар сарын 30-нд Ерөнхийлөгчийн 44 дүгээр зарлигийг гаргуулан Алтан Хөхий уулыг төрийн тахилгатай уул болгожээ.,"Altan Khokhi Mountain is one of the oldest sacred mountains, having been worshipped annually by local people since 1761. On March 30, 2005, Presidential Decree No. 44 was issued, making Altan Khokhi Mountain a state sacred mountain.",https://www.dropbox.com/scl/fi/84qrw33y6lguag5htybg5/.jpg?rlkey=3gqqukwpryg401tfd3raf7nl3&raw=1,알탄 쿠키 산,アルタン クキ山,阿尔坦库希山,Гора Алтан Хухий
444,1,Байгалийн үзэсгэлэнт газар,Халзан бүрэгтэй уул,Khalzan Buregtei Mountain,Ховд,Khovd,Мянгад,Myangad,48.3868,91.95995,Мянгад сумын төвөөс зүүн хойд зүгт 18 км зайтай орших далайн түвшнээс дээш 2088.9 метр өргөгдсөн уул.  ,"A mountain 2088.9 meters above sea level, located 18 km northeast of the center of Myangad soum.",https://www.dropbox.com/scl/fi/bvnbqq7s0afqjrau5v0zs/.jpg?rlkey=qzi7kxg13jdbpv8usa2xrvbo5&raw=1,칼잔 부레그테이 산,ハルザン・ブレグテイ山,哈尔赞布雷格泰山,Гора Халзан Бурегтей
445,1,Байгалийн үзэсгэлэнт газар,Байтаг Богд уул,Baitag Bogd Mountain,Ховд,Khovd,Булган,Bulgan,45.28582,90.95946,Байтаг Богд нь Монгол улсын Ховд аймгийн Булган сумын нутагт оршдог уул. Оргил нь 3400 метр өндөр. Булган сумын төвөөс зүүн өмнө зүгт 120 км зайтай оршино.,"Baitag Bogd is a mountain located in Bulgan soum, Khovd province, Mongolia. Its peak is 3,400 meters high. It is located 120 km southeast of the center of Bulgan soum.",https://www.dropbox.com/scl/fi/x5bc39qqh09pm6zf0k4xd/.jpg?rlkey=uhokrs3tn1106fj9lhj8eu587&raw=1,바이탁 복드 산,バイタグ ボグド山,拜塔格博格德山,Гора Байтаг Богд
446,1,Байгалийн үзэсгэлэнт газар,Бодончийн хавцал,Bodonch Canyon,Ховд,Khovd,Цэцэг,Tsetseg,45.98625,93.28533,"Ховд аймгийн төвөөс 300-400 км алслагдан, улсын хил дагуу байрлах Булган, Үенч, Алтай сумыг зориход 110 км үргэлжлэх Бодончийн хавцлыг дайран өнгөрдөг.","The road to Bulgan, Uench, and Altai soums, located 300-400 km from the center of Khovd aimag, passes through the 110 km long Bodonchi Gorge.",https://www.dropbox.com/scl/fi/j8iyt3uc79s4hthoebr3b/.jpg?rlkey=x1frr5e2fe95p5h3ut737uwgr&raw=1,보돈치 캐년,ボドンチ渓谷,博东奇峡谷,Бодончский каньон
447,1,Байгалийн үзэсгэлэнт газар,Далай нуур,Dalai Lake,Ховд,Khovd,Дөргөн,Durgun,48.20762,92.66519,"Хар нууртай залгаа орших энэ нуур далайн түвшнээс дээш 1132 метр өндөрт, 305 км.кв талбайтай, урт 24 км, өргөн нь 17 км байна. ","This lake, adjacent to Black Lake, is 1,132 meters above sea level, has an area of ​​305 square kilometers, is 24 kilometers long, and 17 kilometers wide.",https://www.dropbox.com/scl/fi/mqiptz47mk7f4nn8cgz2h/Dalailake.jpg?rlkey=p45qdoaqkpedrymrc4yhhvnol&raw=1,달라이 호수,ダライ湖,达赉湖,Озеро Далай
448,1,Байгалийн үзэсгэлэнт газар,Дөргөн нуур,Durgun Lake,Ховд,Khovd,Чандмань,Chandmani,47.676,93.442,"Хамгийн гүнзгий хэсэгтээ 27 метр, хамгийн өргөн хэсэгтээ 16.8 км, хамгийн урт нь 24 км юм. Чандмань сумын төвөөс зүүн зүгт 45 км зайтай оршино.","It is 27 meters deep at its deepest point, 16.8 km at its widest point, and 24 km long. It is located 45 km east of the center of Chandman soum.",https://www.dropbox.com/scl/fi/av6p24p5j3im30vru5zba/.jpg?rlkey=xq8ddokdn2tp3a8g6vqgdpuy0&raw=1,두르군 호수,ドゥルグン湖,杜尔古纳湖,Озеро Дургун
449,2,Түүхийн дурсгалт газар,Дөргөний усан цахилгаан станц,Durgun Hydropower Plant,Ховд,Khovd,Дөргөн,Durgun,48.32617,92.8073,Дөргөн сумын төвөөс зүүн өмнө зүгт 15 км зайтай оршино.,It is located 15 km southeast of the center of Durgun soum.,https://www.dropbox.com/scl/fi/f889nqc1wawskpd33da59/.jpg?rlkey=2ja14v6t8mtklq6xtmqp8x3b8&raw=1,Durgun 수력 발전소,ドゥルグン水力発電所,杜尔贡水电站,Дургунская ГЭС
450,1,Байгалийн үзэсгэлэнт газар,Их тойруулга нуур,Ikh Toiruulga Nuur,Ховд,Khovd,Мөст,Must,46.72927,93.21449,Мөст сумын төвөөс зүүн зүгт 44 км зайтай оршино.,It is located 44 km east of the center of Must soum.,https://www.dropbox.com/scl/fi/adht2obvsgxl7xnz50gu4/.jpg?rlkey=d3b8q247agi601hw8c93vsh1i&raw=1,이크 토이룰가 누르,イク・トイルウルガ・ヌール,伊赫·托伊鲁尔加·努尔,Их Тойруулга Нуур
451,1,Байгалийн үзэсгэлэнт газар,Мөнххайрхан уул (4362м),Munkhkhairkhan Mountain (4362m),Ховд,Khovd,Мөнхайрхан,Munkhairkhan,46.891,91.473,"Баян-Өлгий аймгийн Булган сум, Ховд аймгийн Мөнххайрхан сумын хил залгаа нутгийг дамнан 40-80 км-ийн өргөнтэйгээр баруун хойноос зүүн урагш 200 гаруй км үргэлжилдэг.Алтайн нурууны 2 дахь өндөр оргил бөгөөд  далайн түвшнээс дээш 4362 метр өндөртэй ","It stretches for more than 200 km from northwest to southeast, with a width of 40-80 km, across the border of Bulgan soum of Bayan-Olgii aimag and Munkhkhairkhan soum of Khovd aimag. It is the second highest peak in the Altai Mountains and is 4362 meters above sea level.",https://www.dropbox.com/scl/fi/2h5xfd1e0cgvefdn5y9zj/.jpg?rlkey=u4xb3lxcw67okqna1983kpuro&raw=1,문크카이르칸 산,ムンクハイルカン山,蒙克凯尔汗山,Гора Мунххайрхан
452,1,Байгалийн үзэсгэлэнт газар,Мэлхий хад Ховд,Frog  Rock,Ховд,Khovd,Мөнхайрхан,Munkhairkhan,47.03173,91.77066,Мөнххайрхан сумын төвөөс баруун зүгт 10 км зайтай оршино.,It is located 10 km west of the center of Munkhkhairkhan soum.,https://www.dropbox.com/scl/fi/n1x7rjo0yz4yjdyx12hwv/2.jpg?rlkey=26lx5shgyzd0uidktur28vby1&raw=1,개구리바위,カエル岩,青蛙岩,Лягушачья скала
453,2,Түүхийн дурсгалт газар,Шуурхайн хүн чулуу,Shuurkhai Man Stone,Ховд,Khovd,Мөнхайрхан,Munkhairkhan,46.92783,91.76579,Мөнххайрхан сумын төвөөс баруун өмнө зүгт 30 км зайтай оршино.,It is located 30 km southwest of the center of Munkhkhairkhan soum.,https://www.dropbox.com/scl/fi/6srps4y98c12a58fb5f0b/.jpg?rlkey=q41gdzwr2e8h83jkyfd9gel4q&raw=1,슈르카인 석상,「シュールカイン」の石像,“舒尔海因”石像,Каменная статуя Шуурхайн
454,1,Байгалийн үзэсгэлэнт газар,Хөх нуурын хүрхрээ,Blue Lake Waterfall,Ховд,Khovd,Мөнххайрхан,Munkhkhairkhan,46.84909,91.76639,Мөнххайрхан сумын төвөөс баруун өмнө зүгт 40 км зайтай оршино.,It is located 40 km southwest of the center of Munkhkhairkhan soum.,https://www.dropbox.com/scl/fi/fpm8y0g7qz4rzdh9dcail/..jpg?rlkey=qgmb4wmyrgrd9iatecar0h4xt&raw=1,블루 레이크 폭포,ブルーレイク滝,蓝湖瀑布,Водопад Голубого озера
455,1,Байгалийн үзэсгэлэнт газар,Рашаант хүрхрээ,Rashaant Waterfall,Ховд,Khovd,Манхан,Mankhan,47.72521,92.49847,Манхан сумын төвөөс зүүн хойд зүгт 40 шахам км зайтай оршино.,It is located approximately 40 km northeast of the center of Mankhan soum.,https://www.dropbox.com/scl/fi/2mum8d5eomz78vsa8201u/.jpeg?rlkey=ujptc10bc19ywtw895cs5g9kp&raw=1,라샤안트 폭포,ラシャーントの滝,拉桑特瀑布,Водопад Рашаант
456,1,Байгалийн үзэсгэлэнт газар,Улаан богочийн рашаан,Ulaan Bogoch Mineral Water,Ховд,Khovd,Жаргалант,Jargalant,48.02963,91.65341,Аймгийн төв Ховд хотоос хойд зүгт 2.5 км зайтай оршино.,The provincial capital is located 2.5 km north of Khovd city.,https://www.dropbox.com/scl/fi/dllcc9elt0tmbkyoux0z9/.jpg?rlkey=frpnmjipyah89a98hn6tntauj&raw=1,울란보고치 생수,ウラン ボゴチ ミネラルウォーター,乌兰博格奇矿泉水,Минеральная вода Улан Богоч
457,1,Байгалийн үзэсгэлэнт газар,Хар нуур (Ховд),Khar Lake (Khovd),Ховд,Khovd,"Чандмань, Дөргөн","Chandmani, Durgun",48.10357,93.21928,Чандмань сумын төвөөс зүүн зүгт 68 км зайтай оршино. Өмнөд хэсэгт орших Дөргөн нууртай хоолойгоор холбогдоно.,It is located 68 km east of the center of Chandman soum. It is connected to Lake Dorgen in the south by a canal.,https://www.dropbox.com/scl/fi/228trtln487zgm6uamgsv/.jpg?rlkey=sfa4d1lyhik0rjzt1dfrahxpy&raw=1,카르 호수,カール湖,卡尔湖,Озеро Хар
458,1,Байгалийн үзэсгэлэнт газар,Хар-Ус нуур,Khar-Us Lake,Ховд,Khovd,"Буянт,",Buyant,47.9815,92.12107,"Монголын том нууруудын нэг Хар-Ус нуур нь 1153 км.кв талбайтай, 72км урт, 26км өргөн, эргийн урт 306.8 км, дундаа аралтай, урд захаараа хулс, шагшуургатай нуур юм.","One of Mongolia's largest lakes, Khar-Us Lake, has an area of ​​1,153 square kilometers, is 72 kilometers long, 26 kilometers wide, and has a coastline of 306.8 kilometers. It has an island in the middle and is covered with bamboo and sedge along its southern edge.",https://www.dropbox.com/scl/fi/2kt7b6xllwsqsssamtk20/.jpg?rlkey=kyutti9mkxj4lfvicefa2albw&raw=1,카르우스 호수,カルウス湖,卡尔乌斯湖,Озеро Хар-Ус
459,1,Байгалийн үзэсгэлэнт газар,Ховд гол,Khovd River,Ховд,khovd,Эрдэнэбүрэн,"Erdeneburen, Myangad",48.22414,91.97521,"Монгол Алтайн нурууны тэргүүн оргил Таван Богдын зүүн өмнөд мөсөн голоос эх авч урсах Цагаан гол , ховд голыг Ховдын эх гэж үздэг. Энэ хоёр гол нь Хотон нуур, Хурган нууруудыг дайран олон гол горхи нийлүүлсээр Их нууруудын хотгорын Хар-Ус нуурт цутгана.[1]","The Tsagaan River and the Khovd River, which originate from the southeastern glacier of Tavan Bogd, the highest peak in the Mongolian Altai Mountains, are considered the source of the Khovd River. These two rivers, which flow through the Khoton Lake and Khurgan Lake, merge into many streams and drain into the Khar-Us Lake in the Great Lakes Basin.[1]",https://www.dropbox.com/scl/fi/6xx551fq2ggl0osd3tx4e/.jpg?rlkey=thdnwzk9ytmf88922w53qihf5&raw=1,호브드 강,ホブド川,科布多河,Река Ховд
460,1,Байгалийн үзэсгэлэнт газар,Хойд цэнхэрийн агуй,Northern Blue Cave,Ховд,Khovd,Манхан,Mankhan,47.34736,91.95668,Манхан сумын төвөөс баруун өмнө зүгт 25 км зайтай оршино.,It is located 25 km southwest of the center of Mankhan soum.,https://www.dropbox.com/scl/fi/725n7dg85uah05emei154/.jpg?rlkey=cnithtzmq4kxkxor67vmom7wl&raw=1,북쪽 블루 케이브,北方の青の洞窟,北部蓝洞,Северная Голубая Пещера
461,1,Байгалийн үзэсгэлэнт газар,Хөдөө нуур(Ховд),Khuduu Lake(Khovd),Ховд,Khovd,Зэрэг,Zereg,47.10598,92.79624,Зэрэг сумаас баруун зүгт 2.7 км зайтай оршино.,It is located 2.7 km west of Zereg soum.,https://www.dropbox.com/scl/fi/g6atm9mzciupo7m7ef4la/.jpg?rlkey=8onnmucs6cisz5tex0vpb1lcb&raw=1,쿠두 호수,クドゥ湖,库杜湖,Озеро Худуу
462,1,Байгалийн үзэсгэлэнт газар,Хясаа нуур,Oyster Lake,Ховд,Khovd,Үенч,Uench,46.10207,92.04649,Үенч сумын төвөөс хойд зүгд 4.5 км зайтай оршдог хиймэл нуур юм.,It is an artificial lake located 4.5 km north of the center of Uench soum.,https://www.dropbox.com/scl/fi/wzoert8hgojm6i26bjh6q/.jpg?rlkey=t3isnmelm9fih8ripl10629u0&raw=1,오이스터 레이크,オイスターレイク,牡蛎湖,Озеро Ойстер
463,1,Байгалийн үзэсгэлэнт газар,Цэцэг нуур,Tsetseg Lake,Ховд,Khovd,Цэцэг,Tsetseg,46.66636,93.25152,Цэцэг сумын төвөөс хойд зүгт 15 км зайтай оршино.,It is located 15 km north of the center of Tsetseg soum.,https://www.dropbox.com/scl/fi/4dvez6y93c0lf3okx8fgo/.jpg?rlkey=m6usgvv0gmwnyx5j15krapea9&raw=1,체체그 호수,ツェツェグ湖,采采格湖,Озеро Цецег
464,1,Байгалийн үзэсгэлэнт газар,Жаргалан хайрхан уул (3797м),Jargalant Khairkhan Mountain (3797m),Ховд,Khovd,Манхан,Mankhan,47.6872,92.56369,Манхан сумын төвөөс зүүн хойд зүгт далайн түвшнээс дээш 3796 метр өргөөгдсөн хайрхан юм.,"It is a mountain located northeast of the center of Mankhan soum, 3,796 meters above sea level.",https://www.dropbox.com/scl/fi/zwm80ynli2ukwlie9xil2/.jpg?rlkey=mnk6i2z0onb2j7k7rrzid26tc&raw=1,자르갈란트 카이르칸 산,ジャルガラント・ハイルハン山,贾尔加兰特·海尔汗山,Гора Джаргалант Хайрхан
465,1,Байгалийн үзэсгэлэнт газар,Бумбат хайрхан уул (3464м),Bumbat Khairkhan Mountain (3464m),Ховд,Khovd,Чандмань,Chandmani,47.28795,93.03099,"Зэрэг, Дарви, Чандмань сумдын зааг нутагт орших далын түвшнээс 3464 метр өргөгдсөн уул юм.","It is a mountain located on the border of Zereg, Darvi, and Chandman soums, rising 3,464 meters above sea level.",https://www.dropbox.com/scl/fi/1nnfm21anwm0bgvyddrjx/.jpg?rlkey=hxdv6a2z3dnmy5w4hl74u0tl7&raw=1,붐바트 카이르칸 산,ブンバット・ハイルハン山,邦巴特海尔汗山,Гора Бумбат Хайрхан
466,1,Байгалийн үзэсгэлэнт газар,Баатар хайрхан уул (3984м),Baatar Kharkhan Mountain (3984m),Ховд,Khovd,Зэрэг,Zereg,46.96934,92.72495,"Зэрэг, Мөст сумдын зааг нутагт орших далын түвшнээс 3984 метр өргөгдсөн уул юм.","It is a mountain located on the border of Zereg, must soums, rising 3,984 meters above sea level.",https://www.dropbox.com/scl/fi/hfe0n6pbu1sjvaj5p9989/.jpg?rlkey=w1ziqbughms7w8piso16lac6w&raw=1,바타르 카이르칸 산,バータル・ハイルハン山,巴塔尔·海尔汗山,Гора Баатар Хайрхан
467,2,Түүхийн дурсгалт газар,Дуутын овоо,Duutyn Ovoo,Ховд,Khovd,Дуут,Duut,47.53386,91.54503,Дуут нуурын баруун хойд талд 250 орчим метр зайтай оршино. ,It is located about 250 meters northwest of Duut Lake.,https://www.dropbox.com/scl/fi/nxo6730nn9bj98hupe1tu/.jpg?rlkey=6kxsy5edqt0vxjzgeav76vcli&raw=1,두틴 오보,ドゥティン・オヴォー,杜廷·奥沃,Дуутин Овоо
468,1,Байгалийн үзэсгэлэнт газар,Ачмаг нуур,Achmag Lake,Хөвсгөл,Khuvsgul,Түнэл,Tunel,49.6602,100.4869,"Аймгийн төв Мөрөн хотоос зүүн зүгт 23 км, Түнэл сумын төвөөс баруун өмнө зүгт  28 км  зайтай оршино.",The aimag's center is located 23 km east of the city of Muron and 28 km southwest of the center of Tunel soum.,https://www.dropbox.com/scl/fi/kdyfnl8sz3adj7dfn4mpg/.jpg?rlkey=tw3f3qpwfau4sahg4o1fc0vjg&raw=1,아크마그 호수,アシュマグ湖,阿赫马格湖,Озеро Ачмаг
469,1,Байгалийн үзэсгэлэнт газар,Бүрэнхаан уул Хөвсгөл,Burenkhaan Mountain Khuvsgul,Хөвсгөл,Khuvsgul,Ханх,Khankh,51.71853,100.60112,"Ханх сумын чанх хойд хэсэгт ОХУ, Монгол Улсын хилийн дагуу 70 орчим км үргэлжлэх зүүн Саяны нурууны салбар уулсын нэг бол Бүрэнхаан уул юм.  Гантиг чулуулгаас тогтсон Бүрэнхаан уул Хөвсгөл аймгийн хамгийн өндөр ууланд тооцогддог бөгөөд оргил нь 3491 метр өндөртэй Мөнх сарьдаг юм.","Burenkhaan Mountain is one of the branches of the Eastern Sayan Range, which stretches for about 70 kilometers along the border of Russia and Mongolia, just north of Khankh Sum. Burenkhaan Mountain, made of marble, is the highest mountain in Khuvsgul Province, with its peak at 3,491 meters, Munkh Sarydag.",https://www.dropbox.com/scl/fi/7hf280e8qk99su0mzlgwg/.jpg?rlkey=ga5wh54lazxwwjuwsobosv3ft&raw=1,부렌칸 산,ブレンカーン山,布伦坎山,Гора Буренхаан
470,2,Түүхийн дурсгалт газар,Гэлэнхүүгийн суварга,Gelenkhuu Stupa,Хөвсгөл,Khuvsgul,Жаргалант,Jargalant,48.68467,99.37348,Жаргалант сумын төвөөс баруун өмнө зүгт 13 км зайтай оршино.,It is located 13 km southwest of the center of Jargalant soum.,https://www.dropbox.com/scl/fi/wkt00pzhs3es8s2z8j112/Gelenkhuu.jpg?rlkey=q8essjgkwhv7ctwowqyo0334n&raw=1,겔렌쿠 스투파,ゲレンクー仏塔,格伦库佛塔,Ступа Геленхуу
471,1,Байгалийн үзэсгэлэнт газар,Даян дээрхийн агуй,Dayan Deerkhi Cave,Хөвсгөл,Khuvsgul,Цагаан-Үүр,Tagaan-uur,50.55097,101.98179,Цагаан-Үүр сумын төвөөс зүүн зүгт 53  км зайтай оршино.,It is located 53 km east of the center of Tsagaan-Uur soum.,https://www.dropbox.com/scl/fi/wxn5nvcxl11ql0ummnsp7/Dayandeerkh.jpg?rlkey=o0afk3zh61vbczco7d8i757xe&raw=1,다얀 디르키 동굴,ダヤン ディルキ洞窟,达延迪尔克希洞,Пещера Даян Дирхи
472,1,Байгалийн үзэсгэлэнт газар,Доод цагаан нуур,Dood Tsagaan Nuur,Хөвсгөл,Khuvsgul,Цагааннуур,Tsagaannuur,51.35143,99.384,Дархадын хотгорын хойд хэсэгт байх  Доод цагаан нуурын баруун эрэг дээр Цагааннуур сумын төв оршино. ,"The center of Tsagaannuur soum is located on the west bank of Dood Tsagaan Lake, in the northern part of the Darkhad Depression.",https://www.dropbox.com/scl/fi/awupytrkwediu9exb69nq/Doodtsagaanlake.jpg?rlkey=3yobx4paqny3xq8u2u8agpp0d&raw=1,두드 차강 누르,ドゥード・ツァガーン・ヌール,杜德查干努尔,Дуд Цагаан Нуур
473,1,Байгалийн үзэсгэлэнт газар,Зүүн нуур,Zuun Lake,Хөвсгөл,Khuvsgul,Шинэ-Идэр,Shine-Ider,49.0634,99.47813,Шинэ-Идэр сумын төвөөс хойд зүгт 14  км зайтай оршино.,It is located 14 km north of the center of Shine-Ider soum.,https://www.dropbox.com/scl/fi/v0rjiw6yvxplugmflul5r/.jpg?rlkey=847x2ln9c4fa8fwd2c6080g0g&raw=1,준 호수,瑞雲湖,祖恩湖,Озеро Зуун
474,1,Байгалийн үзэсгэлэнт газар,Идэр гол,Ider River,Хөвсгөл,Khuvsgul,Жаргалант,Jargalant,48.62738,99.10043,"Жаргалант хойд талаар 1.5 км ийн зайтай урсан гарах Идэрийн гол нь  Завхан аймгийн Идэр, Тэлмэн, Тосонцэнгэл, Их уул сум, Хөвсгөл аймгийн Жаргалант, Галт, Төмөрбулаг, Рашаант сум, Архангай аймгийн Цэцэрлэг сум гэх мэт арваад сумын нутгаар дайран урсаж Хөвсгөл аймгийн Төмөрбулаг, Тосонцэнгэл, Рашаант сумдын зааг Олон голын бэлчир хэмээх газар Дэлгэр мөрөнтэй нийлж Сэлэнгэ мөрнийг үүсгэдэг.","The Ider River, which flows 1.5 km north of Jargalant, flows through the territories of ten soums, including Ider, Telmen, Tosontsengel, and Ikh Uul sums of Zavkhan aimag, Jargalant, Galt, Tumurbulag, and Rashaant sums of Khuvsgul aimag, and Tsetserleg soum of Arkhangai aimag. It meets the Delger River at the Olon Gol delta, on the border of Tumurbulag, Tosontsengel, and Rashaant sums of Khuvsgul aimag, to form the Selenge River.",https://www.dropbox.com/scl/fi/lrh14znj5xvk4ut5ed0h2/.jpg?rlkey=vcsaakdbunfzzx2nqu2mv024d&raw=1,아이더 강,アイダー川,艾德河,Река Идер
475,1,Байгалийн үзэсгэлэнт газар,Модон хүй арал,Modon Khui Island,Хөвсгөл,Khuvsgul,Хөвсгөл нуур,Khuvsgul Lake,50.9774,100.50621,"Тэнгэр баганадсан модоор бүрхэгдсэн арлын урт нь 4 км, өргөн нь 3 км юм. Энэ аралд хандгай, гөрөөс, чандага зэрэг төрөл бүрийн ан амьтад байдаг, олон зүйлийн ургамал жимс ургадаг ажээ.","The island, covered in towering trees, is 4 km long and 3 km wide. It is home to a variety of wildlife, including elk, deer, and otters, and many types of plants and fruits grow on the island.",https://www.dropbox.com/scl/fi/2mh0byp9fpyn6zp3k7rw2/.jpg?rlkey=f576fcm93tm6k40quf0rjlu7o&raw=1,모돈쿠이 섬,モドン・クイ島,莫东库伊岛,Остров Модон Кхуй
476,1,Байгалийн үзэсгэлэнт газар,Мөсний баяр болдог газар,Ice festival venue,Хөвсгөл,Khuvsgul,Хөвсгөл нуур,Khuvsgul Lake,50.46708,100.19323,Хадан хүй арлын зүүн талд оршино. ,It is located on the east side of Khadan Khui Island.,https://www.dropbox.com/scl/fi/8n3k19eungp3cljboapxd/.jpg?rlkey=5nc1r6gk273ka9yclwmcnwe6s&raw=1,아이스 페스티벌 장소,氷祭り会場,冰雪节场地,Место проведения ледового фестиваля
477,1,Байгалийн үзэсгэлэнт газар,Хадан хүй арал,Khadan Khui Island,Хөвсгөл,Khuvsgul,Хөвсгөл нуур,Khuvsgul Lake,50.46818,100.18773,Хөвсгөл нуурын өмнөд хэсэгт байна.,It is located in the southern part of Lake Khuvsgul.,https://www.dropbox.com/scl/fi/9x74bonh17cba1vo4wtjy/.jpg?rlkey=xemy5idx8e73qsj6yzkix5akv&raw=1,카단 쿠이 섬,カダン・クイ島,卡丹库伊岛,Остров Хадан Кхуй 
478,1,Байгалийн үзэсгэлэнт газар,Өрхөт нуур,Urkhut Lake,Хөвсгөл,Khuvsgul,Арбулаг,Arbulag,49.90329,99.39359,Арбулаг сумын төвөөс баруун зүгт 3.5 км зайтай оршино.,It is located 3.5 km west of the center of Arbulag soum.,https://www.dropbox.com/scl/fi/8p1tvhskfvtufwq96msbr/.jpg?rlkey=g3d0hkymmxkadq2lwgabtco29&raw=1,우르쿠트 호수,ウルクット湖,乌尔胡特湖,Озеро Урхут
479,1,Байгалийн үзэсгэлэнт газар,Тарган нуур,Targan Lake,Хөвсгөл,Khuvsgul,Рэнчинлхүмбэ,Renchinlkhumbe,51.46534,99.4866,"Цагааннуур сумын төвөөс зүүн хойд зүгт 18 км зайтай,  Далайн түвшнээс дээш 1538 метр өндөрт оршино. ","It is located 17 km northeast of the center of Tsagaannuur soum, at an altitude of 1,538 meters above sea level.",https://www.dropbox.com/scl/fi/pw74sutp9moiih8y8rwez/.jpg?rlkey=fivnxyeuten9vmbkdgz02lv0b&raw=1,타르간 호수,ターガン湖,塔甘湖,Тарганское озеро
480,1,Байгалийн үзэсгэлэнт газар,Хар усны рашаан ,Khar Usny Mineral Water,Хөвсгөл,Khuvsgul,Ренчинлхүмбэ,Renchinlhumbe,50.93518,100.24701,Хөвсгөл нуурын баруун эрэгт оршино.,It is located on the west bank of Lake Khuvsgul.,https://www.dropbox.com/scl/fi/z8lidp124q3uobqe17ixd/.jpg?rlkey=adr1oz9tpxyobdcb26gbch69p&raw=1,카르 우스니 미네랄워터,カル・ウスニー・ミネラルウォーター,哈尔乌斯尼矿泉水,Минеральная вода Khar Usny
481,1,Байгалийн үзэсгэлэнт газар,Жаргант гол,Jargant River,Хөвсгөл,Khuvsgul,Рэнчинлхүмбэ,Renchinlkhumbe,51.08096,99.70503,Рэнчинлхүмбэ сумын төвөөс зүүн урд зүгт 3.5 км зайтай оршино.,It is located 3.5 km southeast of the center of Renchinlhumbe soum.,https://www.dropbox.com/scl/fi/5zil00zavgea8rcbdwjx3/.jpg?rlkey=qwlb4gii7q6e9vfnbpegl1tau&raw=1,자르간트 강,ジャルガント川,贾根特河,c
