№,Point_type,Category,Category_eng,Name_mon,Name_eng,Aimag_name_mon,Aimag_name_eng,Sum_name_mon,Sum_name_eng,Lat,Long,Phone,Photo_URL,Name_kr,Name_jp,Name_cn,Name_ru
906,2,Амралтын газар,Resort,Бадрах тэрэлж амралт,Badrakh Terelj Resort,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.97436,107.48116,80082378,https://www.dropbox.com/scl/fi/ie1oidjw3hw23y3jvxgzs/.jpg?rlkey=88wg9gqholvhui3st0v20oe79&raw=1,바드라크 테렐지 리조트,バドラク テレルジ リゾート,巴德拉克特勒吉度假村,Бадрах Тэрэлж Резорт
907,1,Жуулчны бааз,Tourist_Camp,Тэрэлж гэр бүлийн тур,Terelj family stay tour,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.97409,107.48562,99259921,https://www.dropbox.com/scl/fi/f0fdjdkzk98zqq402b68y/.jpg?rlkey=62s9sitkjnu7tb5gf6uhueaud&raw=1,테렐지 가족 숙박 투어,テレルジ家族滞在ツアー,特日勒吉家庭住宿之旅,Семейный тур в Тэрэле
908,1,Жуулчны бааз,Tourist_Camp,Тенма явган аялалын бааз,Tenma Hiking Camp,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.97472,107.49057,99065060,https://www.dropbox.com/scl/fi/xk99uyqljcqqt96ytzfac/.JPG?rlkey=crym0rvbiy10uicgxvxwvkdcd&raw=1,텐마 하이킹 캠프,天満ハイキングキャンプ,天满登山营地,Походный лагерь Тенма
909,1,Жуулчны бааз,Tourist_Camp,Тэлмүүн тэрэлж кэмп,Telmuun Terelj Camp,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.97271,107.48362,99081803,https://www.dropbox.com/scl/fi/z8euui8q2a0d4h1bz079r/.jpg?rlkey=xfpg2ofn480drayabnso4euzk&raw=1,텔무운 테렐지 캠프,テルムウン テレルジ キャンプ,特尔穆恩特勒吉营地,Лагерь Тельмуун Тэрэлж
910,1,Жуулчны бааз,Tourist_Camp,Бөртэ ресорт тэрэлж,Burte Resort Terelj,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.97062,107.4661,88887337,https://www.dropbox.com/scl/fi/8i0sz153kekh58plx4q6w/.jpg?rlkey=t2zqvr0plrij0umcdapbun0il&raw=1,부르테 리조트 테렐지,ブルテ リゾート テレルジ,特勒吉布尔特度假村,Бурте Резорт Тэрэлж
911,1,Жуулчны бааз,Tourist_Camp,Сакура тэрэлж,Sakura Terelj,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.98588,107.4608,99808046,https://www.dropbox.com/scl/fi/0q8bqpd646o77ee9lhvuv/.jpg?rlkey=7f0iw4tydni2mlxtwj0gw1zz8&raw=1,사쿠라 테렐지,サクラ・テレルジ,樱花特日勒吉,Сакура Тэрэлж
912,1,Жуулчны бааз,Tourist_Camp,Ивээл тур,Iveel Tour,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.98771,107.45454,88116572,https://www.dropbox.com/scl/fi/wzpx6vqof5y7d8rq7yag3/.jpg?rlkey=0py1ukf8go8pk6xb6j4bbi48y&raw=1,아이빌 투어,イヴィールツアー,伊维尔之旅,Ивел Тур
913,1,Жуулчны бааз,Tourist_Camp,УБ2 зочид буудал,UB2 Hotel,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.98748,107.46405,99082251,https://www.dropbox.com/scl/fi/pe4z4k2dipge2174rn2ws/2.jpg?rlkey=5cklwb5yzrcfpy0npot1rqk4w&raw=1,UB2 호텔,UB2 ホテル,UB2酒店,УБ2 Отель
914,1,Жуулчны бааз,Tourist_Camp,Вансэмбэрүү кэмп,Vansemberuu camp,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.97872,107.46716,89119068,https://www.dropbox.com/scl/fi/w9v3019bgavul8zf2eo61/.jpg?rlkey=0imjhf1g6742rpjkqn5cc6uyc&raw=1,반셈베루 캠프,ヴァンセンベルーキャンプ,范森贝鲁营地,Лагерь Вансемберуу
915,1,Жуулчны бааз,Tourist_Camp,Содон тэрэлж,Sodon Terelj,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.97701,107.47088,95955187,https://www.dropbox.com/scl/fi/2kkumr0az56mlhw8mrnid/.jpg?rlkey=hhqosvl0iswrhwu07deul7ln8&raw=1,소돈 테렐지,ソドン・テレルジ,索顿·特勒吉,Содон Тэрэлж
916,2,Амралтын газар,Resort,Үнэг тэрэлж амралт,Uneg Terelj Resort,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.98055,107.47418,95117215,https://www.dropbox.com/scl/fi/k1x6j5g3gql852bx25qqn/.jpg?rlkey=evxnbpd257udk147myllgw4tt&raw=1,우네그 테렐지 리조트,ウネグ テレルジ リゾート,乌内格特日勒吉度假村,Унег Тэрэлж Резорт
917,1,Жуулчны бааз,Tourist_Camp,Говь тэрэлж,Govi Terelj ,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.9785,107.47374,88308488,https://www.dropbox.com/scl/fi/tijn9lq3z10cjnzff0hdy/.jpg?rlkey=0zf508fbn2pp8ecs8ci75bive&raw=1,고비 테렐지 리조트,ゴビ テレルジ リゾート,戈维特勒吉度假村,Гови Тэрэлж Резорт
918,2,Амралтын газар,Resort,Саруул амралт,Saruul Resort,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.97719,107.47569,88031364,https://www.dropbox.com/scl/fi/84fr2yymgfx7rltdhczm1/.jpg?rlkey=cv5tepvegdci78sxs8xkvubve&raw=1,사루울 리조트,サルール リゾート,萨鲁尔度假村,Саруул Резорт
919,1,Жуулчны бааз,Tourist_Camp,Тэрэлж саран ресорт,Terelj Saran Resort,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.97536,107.47243,86070953,https://www.dropbox.com/scl/fi/y2ofukg1xwe3qgahvti0o/.jpg?rlkey=jyzqma6g79wj0tsrpfr8dl31j&raw=1,테렐지 사란 리조트,テレルジ サラン リゾート,特日勒吉萨兰度假村,Терэлж Саран Резорт
920,2,Амралтын газар,Resort,Түмэн үндэс амралт,Tumen Undes Resort,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.98022,107.43993,99997783,https://www.dropbox.com/scl/fi/7bnz4q9eysm4dm49nt69z/.jpg?rlkey=pf3slsq6ylr5syhquz3c77r9h&raw=1,투멘 운데스 리조트,トゥメン ウンデス リゾート,图们温德斯度假村,Курорт Тюмень Ундес
921,1,Жуулчны бааз,Tourist_Camp,Тэрэлж рок хавен,Terelj Rock Haven,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.88734,107.41028,94231858,https://www.dropbox.com/scl/fi/9zbl0z03zdg2cvaoqteru/.jpg?rlkey=wa1ji5o42xu1d27uyt8bn303s&raw=1,테렐지 록 헤이븐,テレルジ ロック ヘブン,特日勒吉岩石避风港,Терэлж Рок-Хейвен
922,1,Жуулчны бааз,Tourist_Camp,Ко тэрэлж ресорт,Ko Terelj Resort,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.88973,107.41056,89905555,https://www.dropbox.com/scl/fi/o3t234vayued69fiqkyb7/.jpg?rlkey=1lt0jh1xbxgywnzhp076lakz1&raw=1,코 테렐지 리조트,テレルジ島 リゾート,特日勒吉岛度假村,Ко Тэрэлж Резорт
923,1,Жуулчны бааз,Tourist_Camp,Блү спот тэрэлж ресорт,Blue Spot Terelj Resort,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.89101,107.41566,"99299581, 86754747",https://www.dropbox.com/scl/fi/eimhi0046q6ct4dw3b5p8/.jpg?rlkey=95y4kzpgk2a57zbwne6vyxngb&raw=1,블루 스팟 테렐지 리조트,ブルースポットテレルジリゾート,蓝点特雷尔吉度假村,Блю Спот Тэрэлж Резорт
924,1,Жуулчны бааз,Tourist_Camp,Тэрэлж стар лож,Terelj Star Lodge,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.89292,107.4248,95883334,https://www.dropbox.com/scl/fi/geziq5a3125sfbd5f55sz/.jpg?rlkey=hklxtatntnytt9uauasotqqfv&raw=1,테렐지 스타 로지,テレルジ スター ロッジ,特日勒吉之星旅馆,Тэрэлж Стар Лодж
925,1,Жуулчны бааз,Tourist_Camp,Кэмпли Монгол,Camply Mongolia,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.89209,107.43189,99045810,https://www.dropbox.com/scl/fi/7jrk7pvfrv09wlrq36gnq/.jpg?rlkey=z3aui3p3uz97ncnw9aol24tdb&raw=1,캄플리 몽골리아,キャンプリー・モンゴル,坎普利蒙古,Кэмпли Монголия
926,1,Жуулчны бааз,Tourist_Camp,Хапинес лож,Happiness Lodge,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.89004,107.43316,,https://www.dropbox.com/scl/fi/7sfsw7qa4kf9ddve648ig/.jpg?rlkey=p8m8kvai0rmsywfyeu3kpl2wk&raw=1,해피니스 로지,ハピネス ロッジ,幸福小屋,Счастье Лодж
927,1,Жуулчны бааз,Tourist_Camp,САЦ ресорт,SATS Resort,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.90634,107.44785,86333939,https://www.dropbox.com/scl/fi/j4gban2trsfxj2yl3b2op/.jpg?rlkey=hp42q2rkrbyv4dpimudqr5c0m&raw=1,새츠 리조트,SATS リゾート,SATS度假村,САТС Резорт
928,1,Жуулчны бааз,Tourist_Camp,Чингис хаан гольфын талбай,Chinggis Khaan Golf Country,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.86887,107.4364,99097197,https://www.dropbox.com/scl/fi/v9wim5m1qzf1nllz7rhst/.jpg?rlkey=fjw0b1d4n0hvr1shspg9yycp9&raw=1,칭기즈칸 골프 컨트리,チンギスハーン ゴルフ カントリー,成吉思汗高尔夫乡村,Чингисхан Гольф-Кантри
929,1,Жуулчны бааз,Tourist_Camp,Чингис хаан гольфын клуб,Chinggis Khaan country club,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.87361,107.44169,99097197,https://www.dropbox.com/scl/fi/8nq7pn29pqaulie7anxee/.jpg?rlkey=svu7lnenkgv42ysnkx17shljs&raw=1,칭기즈칸 컨트리클럽,チンギスハーンカントリークラブ,成吉思汗乡村俱乐部,Загородный клуб Чингисхана
930,1,Жуулчны бааз,Tourist_Camp,Гурван сайхан ресорт,Gurvan Saikhan Resort,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.86074,107.43248,86017728,https://www.dropbox.com/scl/fi/rr24v53zx18f0x3oqa2dl/.png?rlkey=2ac3h3tstacxv7k33ad02hme4&raw=1,구르반 사이칸 리조트,グルバン サイカン リゾート,古文赛坎度假村,Гурван Сайхан Резорт
931,1,Жуулчны бааз,Tourist_Camp,Премум болор ресорт тэрэлж,Premium Bolor Resort Terelj,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.85691,107.43626,"70278888, 95008868",https://www.dropbox.com/scl/fi/akhxtvh8l1l8vk7pv0t0o/.jpg?rlkey=v1287b6zof92ayqwz4slldzdc&raw=1,프리미엄 볼로르 리조트 테렐지,プレミアム ボロル リゾート テレルジ,特雷尔吉高级博洛尔度假村,Премиум Болор Резорт Терельдж
932,1,Жуулчны бааз,Tourist_Camp,Сүлд ресорт,Suld Resort,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.85435,107.43768,85750235,https://www.dropbox.com/scl/fi/bshgl862l4f7wur9zc8hb/.jpg?rlkey=bm373oj7zd283mk2xnkf7qm7h&raw=1,술드 리조트,スルド リゾート,苏尔德度假村,Курорт Сульд
933,1,Жуулчны бааз,Tourist_Camp,Чин кэмп,Chin Camp,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.85673,107.42307,99997547,https://www.dropbox.com/scl/fi/3obqu8ybf1ytixvceui15/.jpg?rlkey=9i5aeg7enybgw0dq3zxbgguu3&raw=1,친캠프,チンキャンプ,钦营,Чин Кэмп
934,1,Жуулчны бааз,Tourist_Camp,Чин чандмань гэр кэмп,Chin Chandmani Ger Camp,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.85574,107.42357,99997547,https://www.dropbox.com/scl/fi/7xbohnpb2hpep7femx74w/.jpg?rlkey=unbgvk17c2pute80ca9dv1p7y&raw=1,친 찬드마니 게르 캠프,チン・チャンドマニ・ゲル・キャンプ,Chin Chandmani Ger 营,Лагерь Чин Чандмани Гер
935,1,Жуулчны бааз,Tourist_Camp,Жуулчны бааз,Tourist Camp,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.85321,107.41966,,,관광캠프,ツーリストキャンプ,旅游营地,Туристический лагерь
936,1,Жуулчны бааз,Tourist_Camp,Хаадын тамга ,Khaadyn Tamga,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.84222,107.40937,80004006,https://www.dropbox.com/scl/fi/0p3eth7zxzl80ioorubbx/.jpg?rlkey=k5f4lh03nqd5dfyg9590dgc9z&raw=1,카딘 탐가,カーディン・タムガ,卡丁·塔姆加,Хаадын Тамга
937,1,Жуулчны бааз,Tourist_Camp,Тэрэлж бриж ресорт,Terelj Bridge Resort,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.82637,107.33194,95957321,https://www.dropbox.com/scl/fi/ipg8memxa9bknbu2kwana/.jpg?rlkey=rf8kqycnie8npmnzgvzdya3a0&raw=1,테렐지 브리지 리조트,テレルジ ブリッジ リゾート,特日勒吉桥度假村,Терэлж Бридж Резорт
938,1,Жуулчны бааз,Tourist_Camp,Уулзвар тэрэлж,Uulzbar Terelj,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.82568,107.33204,94047345,https://www.dropbox.com/scl/fi/23xjwyh95ruk35pqdbcbm/.jpg?rlkey=112cqftr18nk7aij53vngg20j&raw=1,울즈바르 테렐지,ウルツバー・テレルジ,乌尔兹巴尔·特勒吉,Уулзбар Терель
939,2,Амралтын газар,Resort,Тэрэлж кэйр сувилал,Terelj Care,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.82493,107.33438,72201304,https://www.dropbox.com/scl/fi/4cfinvdzrs9t6q5ukyvhe/.jpg?rlkey=8brj36bf0h8dqneoyrxtv0rtt&raw=1,테렐지 케어,テレルジ・ケア,特勒吉护理,Тэрэл Уэр
940,2,Амралтын газар,Resort, Хос хэрэм амралт,Khos Kherem Resort,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.82555,107.33839,98112325,https://www.dropbox.com/scl/fi/3h7rytpwe4dlydx5cmbq9/.jpeg?rlkey=1wky62m2gwfclmtuwubajysr5&raw=1,코스 케렘 리조트,コス ケレム リゾート,科斯卡里姆度假村,Хос Херем Резорт
941,1,Жуулчны бааз,Tourist_Camp,Чингис хааны лааны тосон баримлын музей,Chinggis Khaan Wax Museum,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.81655,107.33009,93455050,https://www.dropbox.com/scl/fi/9inj79bvwx8mbl6rx761l/.jpg?rlkey=kkypbq38q799fhy514cr8nbvs&raw=1,칭기즈칸 밀랍인형 박물관,チンギスハーン蝋人形館,成吉思汗蜡像馆,Музей восковых фигур Чингисхана
942,2,Амралтын газар,Resort,Өнөр амралт,Unur Resort,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.8206,107.36555,,https://www.dropbox.com/scl/fi/dvccy8u2e1fae77nkl6tb/.jpg?rlkey=p8cc02o6kp85yd9b8toj7kjh5&raw=1,우누르 리조트,ウヌール リゾート,乌努尔度假村,Унур Резорт
943,2,Амралтын газар,Resort,Биндэр амралт,Binder Amralt,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.81193,107.37831,95356479,https://www.dropbox.com/scl/fi/hcs6uojmrp0sulwjoblsp/.jpg?rlkey=5p658c11fjwocsz3l6na5jgil&raw=1,바인더 암랄트,バインダー・アムラルト,宾德·阿姆拉尔特,Биндер Амралт
944,1,Жуулчны бааз,Tourist_Camp,Мон тэнгэр лож,Mon Tenger Lodge,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.81289,107.38686,95070399,https://www.dropbox.com/scl/fi/1q257fmefmumbv72nbce2/.jpg?rlkey=lwi2abv02jqhyt5x9c3c8k8fv&raw=1,몬 텡게르 로지,モン テンゲル ロッジ,蒙腾格尔旅馆,Мон Тенгер Лодж
945,1,Жуулчны бааз,Tourist_Camp,Бунд хорол тур,Bundkhorol Tour,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.814,107.38722,,,분드호롤 투어,バンドホロルツアー,邦克霍罗之旅,Бундхорол Тур
946,1,Жуулчны бааз,Tourist_Camp,Галуут кэмп,Galuut Camp,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.812,107.39308,98336603,https://www.dropbox.com/scl/fi/yxdr2dvsm0j4ztiw5pgyv/.jpg?rlkey=kons3pepllssdz8qal9t1nma2&raw=1,갈루트 캠프,ガルートキャンプ,加鲁特营地,Галуутский лагерь
947,1,Жуулчны бааз,Tourist_Camp,Байтаг богд,Baitag Bogd,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.81336,107.39923,99057665,https://www.dropbox.com/scl/fi/k09r7ni63f6q2hqx9ynww/.jpg?rlkey=ragbgj998pngre3cxrrsrst9j&raw=1,바이탁 보그드,バイタグ沼地,拜塔格·博格德,Байтаг Богд
948,1,Жуулчны бааз,Tourist_Camp,Интермед Эдэльвэйс,Intermed Edelweiss Resort,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.81117,107.41382,77663311,https://www.dropbox.com/scl/fi/970icsn401etgxwp5ucuq/.jpg?rlkey=p6l3c323hhifbsus64m071iqe&raw=1,인터메드 에델바이스 리조트,インターメッド エーデルワイス リゾート,中雪绒花度假村,Интермед Эдельвейс Резорт
949,1,Жуулчны бааз,Tourist_Camp,Чингисийн хүр,Chingisiin Khur,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.8179,107.41902,96607966,https://www.dropbox.com/scl/fi/xvdqkfwnuzlesp1qe82pz/.jpg?rlkey=qbt8vz146vnzg85fhg3eos7dy&raw=1,징기신 쿠르,チンギシイン・クール,成吉思汗库尔,Чингисийн Хур
950,1,Жуулчны бааз,Tourist_Camp,Цэлмэг тэрэлж,Tselmeg Terelj,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.82228,107.40118,99889544,https://www.dropbox.com/scl/fi/0gz1653jxl25fl5cu7i34/.jpg?rlkey=1fr4yqk3c1a1ffxen6lh86b1u&raw=1,첼메그 테렐지,ツェルメグ・テレルジ,采尔梅格·特日勒吉,Целмег Тэрэлж
951,1,Жуулчны бааз,Tourist_Camp,Тулгаагийн кэмп,Tulgaa’s Camp,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.82261,107.39969,,,툴가 캠프,トゥルガーのキャンプ,图尔盖营地,Лагерь Тулгаа
952,1,Жуулчны бааз,Tourist_Camp,Сан жуулчин , San Juulchin,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.93004,107.44431,86993021,https://www.dropbox.com/scl/fi/jrecc5p0meofmafckan7t/.jpg?rlkey=ko8yzvriedeifooxt3frf3v71&raw=1,산줄친,サン・ジュルチン,圣尤尔钦,Сан-Жульчин
953,2,Амралтын газар,Resort,Бухын хонхор амралт,Bukhyn Khonkhor Resort,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.92586,107.44907,89128158,https://www.dropbox.com/scl/fi/77rghbh2lzugj1ik8hd3w/.jpg?rlkey=p8t1txtrjzlwjvzrm21g2pdw6&raw=1,북힌 콘코르 리조트,ブキン コーンコール リゾート,布钦孔科尔度假村,Бухин Хонхор Санаторий
954,1,Жуулчны бааз,Tourist_Camp,Тэнгэрийн элч кэмп,Heaven Envoy Tourist Camp,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.91329,107.44578,91027373,https://www.dropbox.com/scl/fi/2apqm2c8692a9gj4h81uu/.jpg?rlkey=khwuucpz74tkti08w9zpzqyyn&raw=1,천국사절 관광캠프,天使ツーリストキャンプ,天使旅游营,Туристический лагерь Небесного посланника
955,1,Жуулчны бааз,Tourist_Camp,Хаадын хаан морьт цэцэрлэгт хүрээлэн,King of kings The Horse Park,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.81636,107.38472,76073809,https://www.dropbox.com/scl/fi/34wnoxsuy9s5w2ozugy2c/.jpg?rlkey=ptd3eisvc3ubufp6f3bwajlso&raw=1,킹 오브 킹스 더 호스 파크,キング・オブ・キングズ ザ・ホース・パーク,万王之王马匹公园,Король королей Конный парк
956,1,Жуулчны бааз,Tourist_Camp,Скай номад ресорт,Sky nomad resort,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.79803,107.52009,99047499,https://www.dropbox.com/scl/fi/vabrdw3lmdtdr8ujv292m/.jpg?rlkey=d980oyqd32mnqjjt021co0dbl&paw=1,스카이 노마드 리조트,スカイノマドリゾート,天空游牧度假村,Курорт Скай Номад
957,1,Жуулчны бааз,Tourist_Camp,Чамин тэрэлж ,Camin Terelj,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.98149,107.46984,88204119,https://www.dropbox.com/scl/fi/cjegcoa0i9jtcazpwubjl/.jpg?rlkey=a331qg48xs31pnrapo7s2k1eg&raw=1,차민 테렐지,チャミン・テレルジ,查明·特雷尔吉,Чамин Терельдж
958,2,Амралтын газар,Resort,Гандан туул амралт,Gandan Tuul Resort,Улаанбаатар,|Ulaanbaatar,Налайх,Nalaikh,47.79832,107.41008,88114385,https://www.dropbox.com/scl/fi/dcqbco273hkrnjj544jwm/.jpg?rlkey=h4jqt8le01g8vn7j5l3oqlcqq&raw=1,간다 툴 리조트,ガンダン トゥール リゾート,甘丹图尔度假村,Курорт Гандан Туул
959,1,Жуулчны бааз,Tourist_Camp,Чингис 21 уулын ресорт,Chinggis-21 Mountain resort,Улаанбаатар,|Ulaanbaatar,Налайх,Nalaikh,47.83618,107.43956,"95006114, 99037777",https://www.dropbox.com/scl/fi/hlozrgupdr76dbq6mgr1r/21.jpg?rlkey=tuiy7skwz32oy29mubx9flxgq&raw=1,칭기스-21 산악 리조트,チンギス21山リゾート,成吉思汗21山度假村,Горный курорт Чингис-21
960,1,Жуулчны бааз,Tourist_Camp,Од ресорт,Od Resort,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.81575,107.5013,99003695,https://www.dropbox.com/scl/fi/5rkw7o31awa98vnlkab6n/.jpg?rlkey=xn0709wlc4u693cafy56e70b2&raw=1,오드 리조트,オドリゾート,奥德度假村,Од Лагерь
961,9,Төмөр замын өртөө,Railway_Station,Амгалан төмөр замын өртөө,Amgalan Railway Station,Улаанбаатар,Ulaanbaatar,Баянзүрх,Bayanzukh,47.90197,107.01148,,https://www.dropbox.com/scl/fi/s5kz5vffhhwotlmoxlb9w/.jpg?rlkey=yp4tvlv0sxsm74grua0450mu6&raw=1,암갈란 기차역,アムガラン駅,阿姆加兰火车站,Железнодорожная станция Амгалан
962,1,Жуулчны бааз,Tourist_Camp,Галактикийн хүүхдийн зуслан,Galaxy Children's Camp,Улаанбаатар,Ulaanbaatar,Баянзүрх,Bayanzurkh,47.9747,107.13552,99026644,https://www.dropbox.com/scl/fi/k7t39f479w1g1ucol7izq/.jpg?rlkey=dlxvppwewsio4yt73kh566unv&raw=1,갤럭시 어린이 캠프,ギャラクシーこどもキャンプ,银河儿童营,Детский лагерь Галактика
963,2,Амралтын газар,Resort,Жойфул амралт,Joyful Resort,Улаанбаатар,Ulaanbaatar,Баянзүрх,Bayanzurkh,47.96901,107.13483,99191911,https://www.dropbox.com/scl/fi/08sv5xxyix4bt9glo81es/.jpg?rlkey=hwry95lauvdf4e2ffstqxhk1x&raw=1,조이풀 리조트,ジョイフルリゾート,欢乐度假村,Радостный курорт
964,1,Жуулчны бааз,Tourist_Camp,Табимонгол морин аялалын төв,Tabimongolia Horse Riding Center,Улаанбаатар,Ulaanbaatar,Баянзүрх,Bayanzurkh,47.97007,107.14352,80079249,https://www.dropbox.com/scl/fi/f9bv0t4grf6kqrzhpgca2/.jpg?rlkey=jl0l25jb6aycq9op3u41fahle&raw=1,타비몽골리아 승마센터,タビモンゴル乗馬センター,塔比蒙古利亚骑马中心,Центр верховой езды Табимонголия
965,1,Жуулчны бааз,Tourist_Camp,Аравт байшин түрээс,Aravt House Rent,Улаанбаатар,Ulaanbaatar,Баянзүрх,Bayanzurkh,47.93649,107.14291,77577077,https://www.dropbox.com/scl/fi/revsjrdijbo2znjtpa41z/.png?rlkey=w5ihysow2ma03kja516vjj8hd&raw=1,아라브트 하우스 렌트,アラヴトの家の家賃,阿拉维特房屋出租,Аравт Хаус Аренда
966,1,Жуулчны бааз,Tourist_Camp,Гачуурт грийн хаус,Gachuurt Green House,Улаанбаатар,Ulaanbaatar,Баянзүрх,Bayanzurkh,47.91676,107.13484,88186655,https://www.dropbox.com/scl/fi/8ix1t1inh788ihnywgb7q/.jpg?rlkey=av1sqcs6izso6hfi6yq6w60lh&raw=1,가츄르트 그린 하우스,ガチュルト グリーン ハウス,加楚尔特温室,Гачуурт Грин Хаус
967,1,Жуулчны бааз,Tourist_Camp,Альфа Аврора Авиация ХХК Нисдэг тэрэгний буудал,Alpha Aurora Aviation LLC Heliport,Улаанбаатар,Ulaanbaatar,Баянзүрх,Bayanzurkh,47.91499,107.13111,94946820,https://www.dropbox.com/scl/fi/wv99mytybqieblzo31087/.jpg?rlkey=a3ddxcnwx8axm886ob0kw4ksc&raw=1,알파 오로라 항공 LLC 헬기장,アルファ オーロラ アビエーション LLC ヘリポート,阿尔法极光航空有限责任公司直升机场,ООО «Альфа Аврора Авиэйшн» Вертодром
968,2,Амралтын газар,Resort,Шинэ Монгол амралт,New Mongolia Resort,Улаанбаатар,Ulaanbaatar,Баянзүрх,Bayanzurkh,47.91691,107.13931,98018822,https://www.dropbox.com/scl/fi/you1p6zo8bkuxp5o7pccr/.jpg?rlkey=pdji4cerp9o2irebqd24r20vc&raw=1,뉴몽골 리조트,ニュー モンゴリア リゾート,新蒙古度假村,Курорт Новая Монголия
969,2,Амралтын газар,Resort,Далд Засал Сэргээн Засах Сувилал,Hidden Repair and Rehabilitation Sanatorium,Улаанбаатар,Ulaanbaatar,Баянзүрх,Bayanzurkh,47.94508,107.16576,99205600,https://www.dropbox.com/scl/fi/olz29pch20zzpt8lt7wdj/.jpg?rlkey=rumigxt4janjgnfmlt7ejai21&raw=1,숨겨진 수리 및 재활 요양소,隠れた修理更生療養所,隐蔽修复康复疗养院,Скрытый ремонтно-реабилитационный санаторий
970,1,Жуулчны бааз,Tourist_Camp,Одой морь ба морь унуулах үйлчилгээ,Pony and horse riding services,Улаанбаатар,Ulaanbaatar,Баянзүрх,Bayanzurkh,47.95918,107.16518,99125003,https://www.dropbox.com/scl/fi/w1665kgwrtq1jg6mluznj/.jpg?rlkey=h8gykn3ie1ncxxt64q81x4clg&raw=1,조랑말 및 승마 서비스,ポニーと乗馬サービス,小马和骑马服务,Услуги катания на пони и лошадях
971,1,Жуулчны бааз,Tourist_Camp,Хөх тайж,Khukh Taij,Улаанбаатар,Ulaanbaatar,Баянзүрх,Bayanzurkh,47.97826,107.17534,99999250,https://www.dropbox.com/scl/fi/m9cw724crk00xifcsz9jr/.jpg?rlkey=mit8f28mbzoj55315z9huwmc7&raw=1,쿠크 타이즈,クク・タイジ,库克泰吉,Хух Тайдж
