№,Point_type,Category,Name_mon,Name_eng,Aimag_name_mon,Aimag_name_eng,Soum_name_mon,Soum_name_eng,Lat,Long,Description_mon,Description_eng,Photo_URL,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
324,1,Байгалийн үзэсгэлэнт газар,Их тэнгэрийн амны хадны зураг,Ikh Tengeriin Amny Khadny Zurag,Улаанбаатар,Ulaanbaatar,Хан-Уул,Khan-Uul,47.88071,106.9413,"Их тэнгэрийн амны хаданд дотроо олон толботой дөрвөлжин хашлаганууд, ганцаар юм уу 2, 3, 5-аараа хөтлөлцөж зогссон хүний тойм зураг, халин нисч буй бүргэд, замаар явж буй адуу зэргийг улаан зосоор зурсан байдаг. Дөрвөлжин хашлаганы дээд талд хошуугаа хажуу тийш харуулан халин нисч яваа бүргэд шувуу, хашлаганы зүүн талд хөтлөлцөж зогссон хүмүүсийн тойм зураг, хашлаганы доод талд хоёр зэрэгцээ замаар адуу хөтөлж яваа хүнийг тоймлон дүрсэлсэн ","On the rock of the mouth of the great sky, there are many square arches with many spots inside, and the outline of a person standing alone or in groups of 2, 3, or 5 holding hands, an eagle flying in flight, and a horse walking on a road, all drawn in red copper. At the top of the square arch, there is an eagle flying with its beak turned to the side, and on the left side of the arch is an outline of people standing holding hands, and at the bottom of the arch, there is an outline of a person leading a horse on two parallel roads.",Nature/Эрдэнэ хамбын хийд.jpg,,,,,,,,,
325,3,Шашны дурсгалт газар,Манзушир хийд,Manzushir Monastery,Улаанбаатар,Ulaanbaatar,Хан-Уул,Khan-Uul,47.76049,106.99409,Төв аймгийн төв Зуунмод хотоос зүүн хойд зүгт 6.5 км зайтай оршино.,"It is located 6.5 km northeast of Zuunmod, the center of Tuv aimag.",Nature/Эрхэтийн хавцал.jpg,,,,,,,,,
326,2,Түүхийн дурсгалт газар,Өүлэн эхийн хөшөө,"Statue Of Hoelun, Mother Of Chinggis Khaan",Улаанбаатар,Ulaanbaatar,Налайх,Nalaykh,47.80264,107.54305,Налайх дүүргээс зүүн хойд зүгт 20 км зайтай оршино.,It is located 20 km northeast of Nalaikh district.,Nature/Эрхэтийн хавцал1.jpg,,,,,,,,,
327,1,Байгалийн үзэсгэлэнт газар,Тэмээ хад,Camel Rock,Улаанбаатар,Ulaanbaatar,Налайх,Nalaykh,47.93082,107.42264,Тэрэлжийн гүүрнээс зүүн хойд зүгт 18 км зайтай оршино.,It is located 18 km northeast of the Terelj bridge.,Nature/Эрхэтхайрхан.jpg,,,,,,,,,
328,2,Түүхийн дурсгалт газар,Цонжин болдог,Tsonjin Boldog,Улаанбаатар,Ulaanbaatar,Налайх,Nalaykh,47.80804,107.52993,Улаанбаатар хотоос зүүн зүгт 53 км зайтай оршино. ,It is located 53 km east of Ulaanbaatar.,Nature/Эрээн нуур.jpg,,,,,,,,,
329,1,Байгалийн үзэсгэлэнт газар,Мэлхий хад,Turtle Rock,Улаанбаатар ,Ulaanbaatar,Налайх,Nalaykh,47.9077,107.42273,Налайх дүүргээс зүүн хойд зүгт 24 км зайтай оршино.,It is located 24 km northeast of Nalaikh district.,Nature/Эхийн умай хад.jpg,,,,,,,,,
330,1,Байгалийн үзэсгэлэнт газар,Баатар хайрхан уул,Baatarkharkhan Mountain,Ховд,Khovd,Жаргалант,Jargalant,47.94733,91.61875,Жаргалант сумын төвөөс өмнө зүгт 5 км зайтай оршино.,It is located 5 km south of the center of Jargalant soum.,Nature/Ээж мод.jpg,,,,,,,,,
331,1,Байгалийн үзэсгэлэнт газар,Алтан хөхий уул,Altan Khukhii Mountain,Ховд,Khovd,Мянгад,Myangad,48.78052,91.55165,Нутгийн ардууд Алтан Хөхий уулыг 1761 оноос хойш өнөөг хүртэл жил бүр тахиж ирсэн хамгийн эртний тахилгат уулын нэг юм. 2005 оны 3 дугаар сарын 30-нд Ерөнхийлөгчийн 44 дүгээр зарлигийг гаргуулан Алтан Хөхий уулыг төрийн тахилгатай уул болгожээ.,"Altan Khokhi Mountain is one of the oldest sacred mountains, having been worshipped annually by local people since 1761. On March 30, 2005, Presidential Decree No. 44 was issued, making Altan Khokhi Mountain a state sacred mountain.",Nature/Ээж хад.jpg,,,,,,,,,
332,1,Байгалийн үзэсгэлэнт газар,Байтаг Богд уул,Baitag Bogd Mountain,Ховд,Khovd,Булган,Bulgan,45.28582,90.95946,Байтаг Богд нь Монгол улсын Ховд аймгийн Булган сумын нутагт оршдог уул. Оргил нь 3400 метр өндөр. Булган сумын төвөөс зүүн өмнө зүгт 120 км зайтай оршино.,"Baitag Bogd is a mountain located in Bulgan soum, Khovd province, Mongolia. Its peak is 3,400 meters high. It is located 120 km southeast of the center of Bulgan soum.",Nature/Ээж хайрхан.jpg,,,,,,,,,
333,1,Байгалийн үзэсгэлэнт газар,Бодончийн хавцал,Bodonch Canyon,Ховд,Khovd,Цэцэг,Tsetseg,45.98625,93.28533,"Ховд аймгийн төвөөс 300-400 км алслагдан, улсын хил дагуу байрлах Булган, Үенч, Алтай сумыг зориход 110 км үргэлжлэх Бодончийн хавцлыг дайран өнгөрдөг.","The road to Bulgan, Uench, and Altai soums, located 300-400 km from the center of Khovd aimag, passes through the 110 km long Bodonchi Gorge.",Nature/Яковлев.jpg,,,,,,,,,
334,1,Байгалийн үзэсгэлэнт газар,Далай нуур,Dalai Lake,Ховд,Khovd,Дөргөн,Durgun,48.20762,92.66519,"Хар нууртай залгаа орших энэ нуур далайн түвшнээс дээш 1132 метр өндөрт, 305 км.кв талбайтай, урт 24 км, өргөн нь 17 км байна. ","This lake, adjacent to Black Lake, is 1,132 meters above sea level, has an area of ​​305 square kilometers, is 24 kilometers long, and 17 kilometers wide.",Nature/Ялалтын хөшөө.jpg,,,,,,,,,
335,1,Байгалийн үзэсгэлэнт газар,Дөргөн нуур,Durgun Lake,Ховд,Khovd,Чандмань,Chandmani,47.676,93.442,"Хамгийн гүнзгий хэсэгтээ 27 метр, хамгийн өргөн хэсэгтээ 16.8 км, хамгийн урт нь 24 км юм. Чандмань сумын төвөөс зүүн зүгт 45 км зайтай оршино.","It is 27 meters deep at its deepest point, 16.8 km at its widest point, and 24 km long. It is located 45 km east of the center of Chandman soum.",Nature/Ярант боомт.jpg,,,,,,,,,
336,4,Бусад,Дөргөний усан цахилгаан станц,Durgun Hydropower Plant,Ховд,Khovd,Дөргөн,Durgun,48.32617,92.8073,Дөргөн сумын төвөөс зүүн өмнө зүгт 15 км зайтай оршино.,It is located 15 km southeast of the center of Durgun soum.,Nature/Яргуйн хавцал.jpg,,,,,,,,,
337,1,Байгалийн үзэсгэлэнт газар,Их тойруулга нуур,Ikh Toiruulga Nuur,Ховд,Khovd,Мөст,Must,46.72927,93.21449,Мөст сумын төвөөс зүүн зүгт 44 км зайтай оршино.,It is located 44 km east of the center of Must soum.,Nature/Үүртийн тохой.jpg,,,,,,,,,
338,1,Байгалийн үзэсгэлэнт газар,Мөнххайрхан уул,Munkhkhairkhan Mountain,Ховд,Khovd,Мөнхайрхан,Munkhairkhan,46.891,91.473,"Баян-Өлгий аймгийн Булган сум, Ховд аймгийн Мөнххайрхан сумын хил залгаа нутгийг дамнан 40-80 км-ийн өргөнтэйгээр баруун хойноос зүүн урагш 200 гаруй км үргэлжилдэг.Алтайн нурууны 2 дахь өндөр оргил бөгөөд  далайн түвшнээс дээш 4362 метр өндөртэй ","It stretches for more than 200 km from northwest to southeast, with a width of 40-80 km, across the border of Bulgan soum of Bayan-Olgii aimag and Munkhkhairkhan soum of Khovd aimag. It is the second highest peak in the Altai Mountains and is 4362 meters above sea level.",Nature/Үүрэг нуур.jpg,,,,,,,,,
339,1,Байгалийн үзэсгэлэнт газар,Рашаант хүрхрээ,Rashaant Waterfall,Ховд,Khovd,Манхан,Mankhan,47.72521,92.49847,Манхан сумын төвөөс зүүн хойд зүгт 40 шахам км зайтай оршино.,It is located approximately 40 km northeast of the center of Mankhan soum.,Nature/Өвгөн хийдийн туурь.jpg,,,,,,,,,
340,1,Байгалийн үзэсгэлэнт газар,Улаан богочийн рашаан,Ulaan Bogoch Mineral Water,Ховд,Khovd,Жаргалант,Jargalant,48.02963,91.65341,Аймгийн төв Ховд хотоос хойд зүгт 2.5 км зайтай оршино.,The provincial capital is located 2.5 km north of Khovd city.,Nature/Өвөржанчивлан.jpg,,,,,,,,,
341,1,Байгалийн үзэсгэлэнт газар,Хар нуур,Khar Lake,Ховд,Khovd,"Чандмань, Дөргөн","Chandmani, Durgun",48.10357,93.21928,Чандмань сумын төвөөс зүүн зүгт 68 км зайтай оршино. Өмнөд хэсэгт орших Дөргөн нууртай хоолойгоор холбогдоно.,It is located 68 km east of the center of Chandman soum. It is connected to Lake Dorgen in the south by a canal.,Nature/Өглөгчийн хэрэм.jpg,,,,,,,,,
342,1,Байгалийн үзэсгэлэнт газар,Хар-Ус нуур,Khar-Us Lake,Ховд,Khovd,"Буянт,",Buyant,47.9815,92.12107,"Монголын том нууруудын нэг Хар-Ус нуур нь 1153 км.кв талбайтай, 72км урт, 26км өргөн, эргийн урт 306.8 км, дундаа аралтай, урд захаараа хулс, шагшуургатай нуур юм.","One of Mongolia's largest lakes, Khar-Us Lake, has an area of ​​1,153 square kilometers, is 72 kilometers long, 26 kilometers wide, and has a coastline of 306.8 kilometers. It has an island in the middle and is covered with bamboo and sedge along its southern edge.",Nature/Өлзийт нуур.jpg,,,,,,,,,
343,1,Байгалийн үзэсгэлэнт газар,Хойд цэнхэрийн агуй,Khoit Tsenkher Cave,Ховд,Khovd,Манхан,Mankhan,47.34736,91.95668,Манхан сумын төвөөс баруун өмнө зүгт 25 км зайтай оршино.,It is located 25 km southwest of the center of Mankhan soum.,Nature/Өндөрхаан уул.JPG,,,,,,,,,
344,1,Байгалийн үзэсгэлэнт газар,Хөдөө нуур,Khuduu Lake,Ховд,Khovd,Зэрэг,Zereg,47.10598,92.79624,Зэрэг сумаас баруун зүгт 2.7 км зайтай оршино.,It is located 2.7 km west of Zereg soum.,Nature/Өрмийн цагаан нуур.jpg,,,,,,,,,
345,1,Байгалийн үзэсгэлэнт газар,Хясаа нуур,Khyasaa Lake,Ховд,Khovd,Үенч,Uench,46.10207,92.04649,Үенч сумын төвөөс хойд зүгд 4.5 км зайтай оршдог хиймэл нуур юм.,It is an artificial lake located 4.5 km north of the center of Uench soum.,Nature/Өүлэн эхийн хөшөө.jpg,,,,,,,,,
346,1,Байгалийн үзэсгэлэнт газар,Цэцэг нуур,Tsetseg Lake,Ховд,Khovd,Цэцэг,Tsetseg,46.66636,93.25152,Цэцэг сумын төвөөс хойд зүгт 15 км зайтай оршино.,It is located 15 km north of the center of Tsetseg soum.,Nature/Өөш манхан.jpg,,,,,,,,,
347,1,Байгалийн үзэсгэлэнт газар,Ачмаг нуур,Achmag Lake,Хөвсгөл,Khuvsgul,Түнэл,Tunel,49.6602,100.4869,"Аймгийн төв Мөрөн хотоос зүүн зүгт 23 км, Түнэл сумын төвөөс баруун өмнө зүгт  28 км  зайтай оршино.",The aimag's center is located 23 km east of the city of Muron and 28 km southwest of the center of Tunel soum.,,,,,,,,,,
348,1,Байгалийн үзэсгэлэнт газар,Бүрэнхаан уул,Burenkhaan Mountain,Хөвсгөл,Khuvsgul,Ханх,Khankh,51.71853,100.60112,"Ханх сумын чанх хойд хэсэгт ОХУ, Монгол Улсын хилийн дагуу 70 орчим км үргэлжлэх зүүн Саяны нурууны салбар уулсын нэг бол Бүрэнхаан уул юм.  Гантиг чулуулгаас тогтсон Бүрэнхаан уул Хөвсгөл аймгийн хамгийн өндөр ууланд тооцогддог бөгөөд оргил нь 3491 метр өндөртэй Мөнх сарьдаг юм.","Burenkhaan Mountain is one of the branches of the Eastern Sayan Range, which stretches for about 70 kilometers along the border of Russia and Mongolia, just north of Khankh Sum. Burenkhaan Mountain, made of marble, is the highest mountain in Khuvsgul Province, with its peak at 3,491 meters, Munkh Sarydag.",,,,,,,,,,
349,2,Түүхийн дурсгалт газар,Гэлэнхүүгийн суварга,Gelenkhuu Stupa,Хөвсгөл,Khuvsgul,Жаргалант,Jargalant,48.68467,99.37348,Жаргалант сумын төвөөс баруун өмнө зүгт 13 км зайтай оршино.,It is located 13 km southwest of the center of Jargalant soum.,,,,,,,,,,
350,1,Байгалийн үзэсгэлэнт газар,Даян дээрхийн агуй,Dayan Deerkhi Cave,Хөвсгөл,Khuvsgul,Цагаан-Үүр,Tagaan-uur,50.57466,102.05822,Цагаан-Үүр сумын төвөөс зүүн зүгт 53  км зайтай оршино.,It is located 53 km east of the center of Tsagaan-Uur soum.,,,,,,,,,,
351,1,Байгалийн үзэсгэлэнт газар,Доод цагаан нуур,Dood Tsagaan Nuur,Хөвсгөл,Khuvsgul,Цагааннуур,Tsagaannuur,51.35143,99.384,Дархадын хотгорын хойд хэсэгт байх  Доод цагаан нуурын баруун эрэг дээр Цагааннуур сумын төв оршино. ,"The center of Tsagaannuur soum is located on the west bank of Dood Tsagaan Lake, in the northern part of the Darkhad Depression.",,,,,,,,,,
352,1,Байгалийн үзэсгэлэнт газар,Зүүн нуур,Zuun Lake,Хөвсгөл,Khuvsgul,Шинэ-Идэр,Shine-Ider,49.0634,99.47813,Шинэ-Идэр сумын төвөөс хойд зүгт 14  км зайтай оршино.,It is located 14 km north of the center of Shine-Ider soum.,,,,,,,,,,
353,1,Байгалийн үзэсгэлэнт газар,Идэр гол,Ider Lake,Хөвсгөл,Khuvsgul,Жаргалант,Jargalant,48.62738,99.10043,"Жаргалант хойд талаар 1.5 км ийн зайтай урсан гарах Идэрийн гол нь  Завхан аймгийн Идэр, Тэлмэн, Тосонцэнгэл, Их уул сум, Хөвсгөл аймгийн Жаргалант, Галт, Төмөрбулаг, Рашаант сум, Архангай аймгийн Цэцэрлэг сум гэх мэт арваад сумын нутгаар дайран урсаж Хөвсгөл аймгийн Төмөрбулаг, Тосонцэнгэл, Рашаант сумдын зааг Олон голын бэлчир хэмээх газар Дэлгэр мөрөнтэй нийлж Сэлэнгэ мөрнийг үүсгэдэг.","The Ider River, which flows 1.5 km north of Jargalant, flows through the territories of ten soums, including Ider, Telmen, Tosontsengel, and Ikh Uul sums of Zavkhan aimag, Jargalant, Galt, Tumurbulag, and Rashaant sums of Khuvsgul aimag, and Tsetserleg soum of Arkhangai aimag. It meets the Delger River at the Olon Gol delta, on the border of Tumurbulag, Tosontsengel, and Rashaant sums of Khuvsgul aimag, to form the Selenge River.",,,,,,,,,,
354,1,Байгалийн үзэсгэлэнт газар,Модон хүй,Modon Khui ,Хөвсгөл,Khuvsgul,Хөвсгөл нуур,Khuvsgul Lake,50.9774,100.50621,"Тэнгэр баганадсан модоор бүрхэгдсэн арлын урт нь 4 км, өргөн нь 3 км юм. Энэ аралд хандгай, гөрөөс, чандага зэрэг төрөл бүрийн ан амьтад байдаг, олон зүйлийн ургамал жимс ургадаг ажээ.","The island, covered in towering trees, is 4 km long and 3 km wide. It is home to a variety of wildlife, including elk, deer, and otters, and many types of plants and fruits grow on the island.",,,,,,,,,,
355,1,Байгалийн үзэсгэлэнт газар,Өрхөт нуур,Urkhut Lake,Хөвсгөл,Khuvsgul,Арбулаг,Arbulag,49.90329,99.39359,Арбулаг сумын төвөөс баруун зүгт 3.5 км зайтай оршино.,It is located 3.5 km west of the center of Arbulag soum.,,,,,,,,,,
356,1,Байгалийн үзэсгэлэнт газар,Тарган нуур,Targan Lake,Хөвсгөл,Khuvsgul,Рэнчинлхүмбэ,Renchinlkhumbe,51.46534,99.4866,"Цагааннуур сумын төвөөс зүүн хойд зүгт 18 км зайтай,  Далайн түвшнээс дээш 1538 метр өндөрт оршино. ","It is located 17 km northeast of the center of Tsagaannuur soum, at an altitude of 1,538 meters above sea level.",,,,,,,,,,
357,2,Түүхийн дурсгалт газар,Уушгийн өврийн буган хөшөө,Uushgiin Uvur Deer Stone,Хөвсгөл,Khuvsgul,Бүрэнтогтох,Burentogtokh,49.65565,99.92866,Аймгийн төв Мөрөн хотоос 18 км зайтай орших Уушиг уулын өвөрт булш хиргисүүр хөшөө чулуу маш олонтой бөгөөд нэгэн дор 14 буган хөшөө буй.,"Located 18 km from the provincial capital, Muron, on the slopes of Uushig Mountain, there are many tombstones and stone statues, including 14 deer statues.",,,,,,,,,,
358,1,Байгалийн үзэсгэлэнт газар,Хөвсгөл нуур,Khubsugul Lake,Хөвсгөл,Khuvsgul,Ханх,Khankh,50.99178,100.42641,"Хөвсгөл нуур нь Монгол улсын хойд хэсэгт Хөвсгөл аймагт далайн түвшнээс 1645 метр өндөрт оршдог цэнгэг устай нуур. Энэ нуур нь Монголын хамгийн их эзлэхүүнтэй, хамгийн гүн нуур юм. Хөвсгөл нуурын хамгийн гүн хэсэгтээ 262.4 метр, урт нь 136 км, хамгийн өргөн хэсэг нь 36,5 км ажээ.","Khuvsgul Lake is a freshwater lake located in Khuvsgul Province in northern Mongolia at an altitude of 1,645 meters above sea level. It is the largest and deepest lake in Mongolia. Khuvsgul Lake is 262.4 meters deep at its deepest point, 136 km long, and 36.5 km wide at its widest point.",,,,,,,,,,
359,1,Байгалийн үзэсгэлэнт газар,Хурцын агуй,Khurts Cave,Хөвсгөл,Khuvsgul,Алаг-Эрдэнэ,Alag-Erdene,50.15557,99.81779,Алаг-Эрдэнэ сумын төвөөс баруун хойд зүгт 20 км зайтай оршино.,It is located 20 km northwest of the center of Alag-Erdene soum.,,,,,,,,,,
360,1,Байгалийн үзэсгэлэнт газар,Хүслийн хад,Khusliin Rock,Хөвсгөл,Khuvsgul,Алаг-Эрдэнэ,Alag-Erdene,50.545673,100.211352,Хатгал тосгоноос хойд зүгт 14 км зайтай оршино.,It is located 14 km north of Khatgal village.,,,,,,,,,,
361,1,Байгалийн үзэсгэлэнт газар,Эрхэл нуур,Erkhel Lake,Хөвсгөл,Khuvsgul,Алаг-Эрдэнэ,Alag-Erdene,49.94265,99.91613,Алаг-Эрдэнэ сумын төвөөс баруун өмнө зүгт 23 км зайтай оршино.,It is located 23 km southwest of the center of Alag-Erdene soum.,,,,,,,,,,
362,1,Байгалийн үзэсгэлэнт газар,Сангийн далай нуур,Sangiin Dalai Lake,Хөвсгөл,Khuvsgul,Бүрэнтогтох,Burentogtokh,49.24725,99.04066,"Бүрэнтогтох, цагаан-Уул, Шинэ-Идэр сумдын хилийн заагт Далайн түвшнээс дээр 1891 метр өндөрт оршино.","It is located at an altitude of 1891 meters above sea level on the border of Burentogtoh, Tsagaan-Uul, and Shine-Ider soums.",,,,,,,,,,
363,1,Байгалийн үзэсгэлэнт газар,Гандан нуур,Gandan Lake,Хөвсгөл,Khuvsgul,Цагаан-Уул,Tsagaan-Uul,48.20942,98.75568,Далайн түвшнээс дээш 1874 метр өндөрт орших нуур.,The lake is located at an altitude of 1874 meters above sea level.,,,,,,,,,,
364,1,Байгалийн үзэсгэлэнт газар,Тунамал нуур,Tunamal Lake,Хөвсгөл,Khuvsgul,Цагаан-Уул,Tsagaan-Uul,49.41267,98.523,Далайн түвшнээс дээш 1988 метр өндөрт орших нуур.,The lake is located at an altitude of 1988 meters above sea level.,,,,,,,,,,
365,1,Байгалийн үзэсгэлэнт газар,Бошлой хад,Boshloi Rock,Хөвсгөл,Khuvsgul,Баянзүрх,Bayanzurkh,50.14724,98.88119,Баянзүрх сумын төвөөс баруун өмнө зүгт 8 км зайтай оршино.,It is located 8 km southwest of the center of Bayanzurkh soum.,,,,,,,,,,
366,1,Байгалийн үзэсгэлэнт газар,Уширын хүрхрээ,Ushir Waterfall,Хөвсгөл,Khuvsgul,Баянзүрх,Bayanzurkh,50.16787,98.96062,Баянзүрх сумын төвөөс баруун өмнө зүгт 1.5 км зайтай оршино.,It is located 1.5 km southwest of the center of Bayanzurkh soum.,,,,,,,,,,
367,1,Байгалийн үзэсгэлэнт газар,Шигтгээ хад,Shigtgee Rock,Хөвсгөл,Khuvsgul,Улаан-Уул,Ulaan-Uul,50.7812,99.52451,Улаан-Уул сумын төвөөс зүүн хойд зүгт 35 км зайтай оршино.,It is located 35 km northeast of the center of Ulaan-Uul soum.,,,,,,,,,,
368,1,Байгалийн үзэсгэлэнт газар,Ар босготын хавцал,Canyon Ar Bosgot,Хөвсгөл,Khuvsgul,Улаан-Уул,Ulaan-Uul,50.79262,99.51672,Улаан-Уул сумын төвөөс зүүн хойд зүгт 33.5 км зайтай оршино.,It is located 33.5 km northeast of the center of Ulaan-Uul soum.,,,,,,,,,,
369,1,Байгалийн үзэсгэлэнт газар,Улаан тайга байгалийн цогцолбор газар,Ulaantaiga Bio Reserve,Хөвсгөл,Khuvsgul,Баянзүрх,Bayanzurkh,50.33779,98.36527,Уулын тайгын бүслүүр тархсан өндөр уулс юм. ,The mountain taiga belt is spread over high mountains.,,,,,,,,,,
370,1,Байгалийн үзэсгэлэнт газар,Хорьдол Сарьдаг дархан цаазат газар,Khoridol Saridag Strictly Protected Area,Хөвсгөл,Khuvsgul,Рэнчинлхүмбэ,Renchinlkhumbe,50.69031,99.72207,Ян сарьдаг бүхий өвөрмөц тогтоцтой өндөр уулын бүслүүрийг төлөөлсөн уулс юм,The mountains represent a high mountain belt with a unique formation of Yang Saridag.,,,,,,,,,,
371,2,Түүхийн дурсгалт газар,Алунгоо эхийн хөшөө,Statue of Mother Alungoo,Хөвсгөл,Khuvsgul,Чандмань-Өндөр,Chandmani-Undur,50.4165,100.976,Чандмань-Өндөр сумын төвөөс зүүн өмнө зүгт 12 км зайтай оршино.,It is located 12 km southeast of the center of Chandmani-Undur soum.,,,,,,,,,,
372,2,Түүхийн дурсгалт газар,Удган мод,Shaman tree,Хөвсгөл,Khuvsgul,Цагаан-Үүр,Tsagaan-Uur,50.5391,101.46266,Цагаан-Үүр сумын төвөөс баруун зүгт 3.5 км зайтай оршино.,It is located 12 km west of the center of Tsagaan-Uur soum.,,,,,,,,,,
373,1,Байгалийн үзэсгэлэнт газар,Их уул,Ikh Uul Mountain,Хөвсгөл,Khuvsgul,Их уул,Ikh-Uul,49.44844,101.64292,"Байгалийн өвөрмөц тогтоц, түүхэн ач холбогдол бүхий уул юм.",It is a mountain with a unique natural formation and historical significance.,,,,,,,,,,
374,1,Байгалийн үзэсгэлэнт газар,Дэлгэрхаан уул,Delgerkhaan Mountain,Хөвсгөл ,Khuvsgul,Улаан-Уул,Ulaan-Uul,50.76202306,99.5829,Улаан-Уул сумын төвөөс зүүн хойд зүгт 38  км зайтай оршино.,It is located 38 km northeast of the center of Ulaan-Uul soum.,,,,,,,,,,
375,1,Байгалийн үзэсгэлэнт газар,Аварга тосон нуур,Avarga Toson Lake,Хэнтий ,Khentii,Дэлгэрхаан,Delgerkhaan,47.189,109.153,"Нуурын баруун хойд захад дээрээ цайвар саарал, доороо хар хөх бараан өнгөтэй маш нарийн тос шиг найнги шавар байх бөгөөд нуурын урд захад нарийн хар бэх мэт тас хар тослог шавар 50 сантиметр гүнээс гарч байдаг ажээ. Тосон нуурын баруун хойд өнцөгт байдаг хонхороос энэ нуурын ус ундрах бөгөөд тэрхүү хонхор нь цайвар өнгөтэй нарийн шавартай. Хонхор нь 15 метр урт, 7 метр өргөн, хөл алдаж шигдэхээр гүн ажээ.","On the northwest edge of the lake, there is a very fine oily mud that is light gray on top and dark blue underneath, and on the south edge of the lake, a very fine black oily mud that is as dark as ink emerges from a depth of 50 centimeters. The water of this lake flows from a depression in the northwest corner of Toson Lake, and that depression is made of light-colored fine mud. The depression is 15 meters long, 7 meters wide, and is deep enough to sink into.",,,,,,,,,,
376,2,Түүхийн дурсгалт газар,Андлалын хөшөө,Andlalyn Statue,Хэнтий ,Khentii,Батноров,Batnorov,48.03371,111.39026,Батноров сумын төвөөс баруун хойш 15 км зайтай Дэлгэрхаан уулын өмнө аманд байна. ,"It is located at the foot of Delgerkhaan Mountain, 15 km northwest of the center of Batnorov soum.",,,,,,,,,,
377,4,Бусад,Анчин баавайн гэр музей,Hunter Baavai'S Home Museum,Хэнтий ,Khentii,Дадал,Dadal,49.03279,111.55265,60 гаруй амьтны чихмэл байдаг,There are over 60 stuffed animals,,,,,,,,,,
378,2,Түүхийн дурсгалт газар,Ауруг ордын туурь,Aurug Ord Ruin,Хэнтий ,Khentii,Дэлгэрхаан,Delgerkhaan,47.09639,109.16112,"Дэлгэрхаан сумын нутагт Аварга тосонгийн рашаан сувиллаас урагш, Аураг рашааны хойхон талд Рашаан дэрсний ухаа хэмээх газрын хөрсөн доор эртний нэгэн хотын үлдэгдэл бий.","In the territory of Delgerkhaan soum, south of the Avarga Tosongi Spa and north of the Aurag Spa, there are remains of an ancient city under the soil of a place called the Rasahan Dersin Ukhaa.",,,,,,,,,,
379,3,Шашны дурсгалт газар,Балдан бэрээвэн хийд,Baldan Bereeven Monastery,Хэнтий ,Khentii,Өмнөдэлгэр,Umnudelger,48.20078,109.42906,Өмнөдэлгэр сумын Баянзүрх багийн нутагт Мөнх-Өлзийт уулын өвөрт 1777 онд Цэвээндорж гэдэг монгол лам анх жижиг сүм бариулж Манзушир бурханы чулуун дүрийг бүтээлгэснээр суурь нь тавигджээ. Улмаар 5000-6000 ламтай Монгол дахь хамгийн том хийдүүдийн нэг болтлоо өсөж Монголын зүүн нутгийн ард түмний шашин соёлын төв болтлоо хөгжсөн байна.,"The foundation was laid in 1777 when a Mongolian monk named Tsevendorj first built a small temple in the foothills of Mt. Munkh-Ulziit in the Bayanzurkh Bag area of ​​Yumnadelger soum and carved a stone statue of Manjushri. It has since grown to become one of the largest monasteries in Mongolia, with 5,000-6,000 monks, and has become the religious and cultural center of the people of eastern Mongolia.",,,,,,,,,,
380,1,Байгалийн үзэсгэлэнт газар,Биндэр нуур,Binder Lake,Хэнтий ,Khentii,Батширээт,Batshireet,48.37154,110.29271,Батширээт сумын төвөөс өмнө зүгт 40 км зайтай оршино.,It is located 40 km south of the center of Batsireet soum.,,,,,,,,,,
381,2,Түүхийн дурсгалт газар,Боданчирын өвсөн эмбүүл ,Bodanchir Uvsun Embuul,Хэнтий ,Khentii,Дадал,Dadal,49.05947,111.5181,Дадал сумын төвөөс баруун хойд зүгт 10 км зайтай оршино.,It is located 10 km southwest of the center of Dadal soum.,,,,,,,,,,
382,1,Байгалийн үзэсгэлэнт газар,Босгон нуур,Bosgon Lake,Хэнтий ,Khentii,Дархан,Darkhan,46.75771,109.53998,Дархан сумын төвөөс зүүнхойд зүгт 18 км зайтай оршино,It is located 18 km northeast of the center of Darkhan soum.,,,,,,,,,,
383,1,Байгалийн үзэсгэлэнт газар,Бурхан халдун уул,Burkhan Khaldun Mountain,Хэнтий ,Khentii,Өмнөдэлгэр,Umnudelger,48.76202,109.01025,"Бурхан халдун уул нь ар өврөөрөө битүү модоор хучигдсан, зөвхөн орой хавьдаа сийрэг модтой, тайгын тачир ургамалтай уул юм. Бурхан халдун ууланд дээд, дунд, доод хэмээх гурван овоо байдаг. ","Burkhan Khaldun Mountain is a mountain covered with dense trees on its back, with only sparse trees near the top, and with taiga vegetation. Burkhan Khaldun Mountain has three peaks: upper, middle, and lower.",,,,,,,,,,
384,2,Түүхийн дурсгалт газар,Бэрхийн уурхайн музей,Berkh Mining Museum,Хэнтий ,Khentii,Батноров,Batnorov,47.77544,111.17105,"""Монголын далд уурхайн музей, сургалт судалгаа, аялал жуулчлалын төв”","""Mongolian Underground Mining Museum, Training, Research and Tourism Center""",,,,,,,,,,
385,1,Байгалийн үзэсгэлэнт газар,Гүрэмийн нуур,Gurem Lake,Хэнтий ,Khentii,Баян-Овоо,Bayan-Ovoo,47.82799,112.15672,Баян-Овоо сумын төвөөс зүүн хойд зүгт 4.5 км зайтай оршино.,It is located 4.5 km northeast of the center of Bayan-Ovoo soum.,,,,,,,,,,
